Transaction ID,Date,Customer ID,Age,Quantity,Price per Unit,Total Amount,High Spender,Month,Day of Week,Avg Price per Item,Gender_Male,Product Category_Clothing,Product Category_Electronics,Age Group_25-40,Age Group_40-60,Age Group_60+
312,2023-09-07,CUST312,41,4,30,120,0,9,3,30.0,True,True,False,False,True,False
313,2023-03-21,CUST313,55,3,500,1500,1,3,1,500.0,False,False,False,False,True,False
314,2023-04-08,CUST314,52,4,30,120,0,4,5,30.0,True,True,False,False,True,False
315,2023-06-01,CUST315,47,2,30,60,0,6,3,30.0,True,True,False,False,True,False
316,2023-04-22,CUST316,48,2,25,50,0,4,5,25.0,False,True,False,False,True,False
317,2023-01-30,CUST317,22,3,30,90,0,1,0,30.0,True,False,True,False,False,False
318,2023-10-24,CUST318,61,1,25,25,0,10,1,25.0,True,True,False,False,False,True
319,2023-10-05,CUST319,31,1,500,500,0,10,3,500.0,True,True,False,True,False,False
320,2023-02-01,CUST320,28,4,300,1200,1,2,2,300.0,False,False,True,True,False,False
321,2023-06-10,CUST321,26,2,25,50,0,6,5,25.0,False,False,True,True,False,False
322,2023-01-30,CUST322,51,1,500,500,0,1,0,500.0,True,False,True,False,True,False
323,2023-01-26,CUST323,29,3,300,900,1,1,3,300.0,False,False,False,True,False,False
324,2023-10-27,CUST324,52,3,50,150,0,10,4,50.0,False,False,True,False,True,False
325,2023-09-02,CUST325,52,2,25,50,0,9,5,25.0,False,False,True,False,True,False
326,2023-09-15,CUST326,18,3,25,75,0,9,4,25.0,False,True,False,False,False,False
327,2023-09-29,CUST327,57,3,50,150,0,9,4,50.0,True,False,True,False,True,False
328,2023-03-22,CUST328,39,2,50,100,0,3,2,50.0,True,False,False,True,False,False
329,2023-01-30,CUST329,46,4,25,100,0,1,0,25.0,False,False,True,False,True,False
330,2023-09-18,CUST330,25,4,50,200,0,9,0,50.0,False,False,False,True,False,False
331,2023-02-11,CUST331,28,3,30,90,0,2,5,30.0,True,False,True,True,False,False
332,2023-04-06,CUST332,58,4,300,1200,1,4,3,300.0,True,False,True,False,True,False
333,2023-02-05,CUST333,54,4,300,1200,1,2,6,300.0,False,False,True,False,True,False
334,2023-11-01,CUST334,31,3,300,900,1,11,2,300.0,True,False,True,True,False,False
335,2023-02-04,CUST335,47,4,30,120,0,2,5,30.0,False,False,False,False,True,False
336,2023-12-12,CUST336,52,3,50,150,0,12,1,50.0,False,False,False,False,True,False
337,2023-05-01,CUST337,38,1,500,500,0,5,0,500.0,True,True,False,True,False,False
338,2023-07-26,CUST338,54,2,50,100,0,7,2,50.0,True,False,False,False,True,False
339,2023-03-03,CUST339,22,2,25,50,0,3,4,25.0,False,False,True,False,False,False
340,2023-10-19,CUST340,36,4,300,1200,1,10,3,300.0,False,True,False,True,False,False
341,2023-05-07,CUST341,31,4,50,200,0,5,6,50.0,True,True,False,True,False,False
342,2023-10-24,CUST342,43,4,500,2000,1,10,1,500.0,False,True,False,False,True,False
343,2023-11-01,CUST343,21,2,25,50,0,11,2,25.0,True,False,True,False,False,False
344,2023-01-21,CUST344,42,1,30,30,0,1,5,30.0,False,False,False,False,True,False
345,2023-11-14,CUST345,62,1,30,30,0,11,1,30.0,True,False,True,False,False,True
346,2023-02-11,CUST346,59,2,500,1000,1,2,5,500.0,True,True,False,False,True,False
347,2023-08-03,CUST347,42,1,25,25,0,8,3,25.0,True,False,True,False,True,False
348,2023-12-03,CUST348,35,2,300,600,0,12,6,300.0,False,False,True,True,False,False
349,2023-10-26,CUST349,57,1,50,50,0,10,3,50.0,False,False,False,False,True,False
350,2023-10-17,CUST350,25,3,25,75,0,10,1,25.0,True,False,False,True,False,False
351,2023-09-25,CUST351,56,3,30,90,0,9,0,30.0,False,True,False,False,True,False
352,2023-06-11,CUST352,57,2,500,1000,1,6,6,500.0,True,False,True,False,True,False
353,2023-05-14,CUST353,31,1,500,500,0,5,6,500.0,True,False,True,True,False,False
354,2023-04-15,CUST354,49,4,50,200,0,4,5,50.0,False,False,False,False,True,False
355,2023-12-09,CUST355,55,1,500,500,0,12,5,500.0,False,False,True,False,True,False
356,2023-06-10,CUST356,50,3,500,1500,1,6,5,500.0,True,False,True,False,True,False
357,2023-05-03,CUST357,40,3,25,75,0,5,2,25.0,False,False,True,False,True,False
358,2023-05-16,CUST358,32,1,300,300,0,5,1,300.0,False,False,False,True,False,False
359,2023-07-22,CUST359,50,1,50,50,0,7,5,50.0,True,True,False,False,True,False
360,2023-03-09,CUST360,42,4,25,100,0,3,3,25.0,True,True,False,False,True,False
361,2023-12-10,CUST361,34,4,300,1200,1,12,6,300.0,False,False,True,True,False,False
362,2023-11-27,CUST362,50,1,25,25,0,11,0,25.0,True,True,False,False,True,False
363,2023-06-03,CUST363,64,1,25,25,0,6,5,25.0,True,False,False,False,False,True
364,2023-08-23,CUST364,19,1,500,500,0,8,2,500.0,False,False,False,False,False,False
365,2023-06-11,CUST365,31,1,300,300,0,6,6,300.0,True,True,False,True,False,False
366,2023-02-07,CUST366,57,2,50,100,0,2,1,50.0,True,True,False,False,True,False
367,2023-01-05,CUST367,57,1,50,50,0,1,3,50.0,False,False,True,False,True,False
368,2023-08-23,CUST368,56,4,300,1200,1,8,2,300.0,False,True,False,False,True,False
369,2023-11-15,CUST369,23,3,500,1500,1,11,2,500.0,True,False,True,False,False,False
370,2023-10-16,CUST370,23,2,30,60,0,10,0,30.0,True,False,True,False,False,False
371,2023-02-21,CUST371,20,1,25,25,0,2,1,25.0,False,False,False,False,False,False
372,2023-02-07,CUST372,24,3,500,1500,1,2,1,500.0,False,False,False,False,False,False
373,2023-10-03,CUST373,25,2,300,600,0,10,1,300.0,False,False,False,True,False,False
374,2023-04-20,CUST374,59,3,25,75,0,4,3,25.0,False,False,False,False,True,False
375,2023-09-17,CUST375,32,1,50,50,0,9,6,50.0,True,True,False,True,False,False
376,2023-05-16,CUST376,64,1,30,30,0,5,1,30.0,False,False,False,False,False,True
377,2023-03-09,CUST377,46,4,50,200,0,3,3,50.0,False,True,False,False,True,False
378,2023-06-28,CUST378,50,1,300,300,0,6,2,300.0,True,False,False,False,True,False
379,2023-02-05,CUST379,47,1,25,25,0,2,6,25.0,False,True,False,False,True,False
380,2023-05-06,CUST380,56,2,300,600,0,5,5,300.0,True,False,True,False,True,False
381,2023-07-09,CUST381,44,4,25,100,0,7,6,25.0,False,True,False,False,True,False
382,2023-05-26,CUST382,53,2,500,1000,1,5,4,500.0,False,True,False,False,True,False
383,2023-03-22,CUST383,46,3,30,90,0,3,2,30.0,False,False,False,False,True,False
384,2023-08-13,CUST384,55,1,500,500,0,8,6,500.0,True,True,False,False,True,False
385,2023-10-06,CUST385,50,3,500,1500,1,10,4,500.0,True,False,True,False,True,False
386,2023-12-27,CUST386,54,2,300,600,0,12,2,300.0,False,False,True,False,True,False
387,2023-06-04,CUST387,44,1,30,30,0,6,6,30.0,True,False,False,False,True,False
388,2023-11-10,CUST388,50,1,25,25,0,11,4,25.0,True,False,True,False,True,False
389,2023-12-01,CUST389,21,2,25,50,0,12,4,25.0,True,True,False,False,False,False
390,2023-09-28,CUST390,39,2,50,100,0,9,3,50.0,True,False,True,True,False,False
391,2023-01-05,CUST391,19,2,25,50,0,1,3,25.0,True,False,False,False,False,False
392,2023-12-08,CUST392,27,2,300,600,0,12,4,300.0,True,True,False,True,False,False
393,2023-10-11,CUST393,22,2,500,1000,1,10,2,500.0,False,False,False,False,False,False
394,2023-06-03,CUST394,27,1,500,500,0,6,5,500.0,False,True,False,True,False,False
395,2023-12-06,CUST395,50,2,500,1000,1,12,2,500.0,True,False,True,False,True,False
396,2023-02-23,CUST396,55,1,30,30,0,2,3,30.0,False,False,False,False,True,False
397,2023-03-10,CUST397,30,1,25,25,0,3,4,25.0,False,False,False,True,False,False
398,2023-05-16,CUST398,48,2,300,600,0,5,1,300.0,False,True,False,False,True,False
399,2023-03-01,CUST399,64,2,30,60,0,3,2,30.0,False,False,False,False,False,True
400,2023-02-24,CUST400,53,4,50,200,0,2,4,50.0,True,True,False,False,True,False
401,2023-10-11,CUST401,62,1,300,300,0,10,2,300.0,False,True,False,False,False,True
402,2023-03-21,CUST402,41,2,300,600,0,3,1,300.0,False,True,False,False,True,False
403,2023-05-20,CUST403,32,2,300,600,0,5,5,300.0,True,True,False,True,False,False
404,2023-05-25,CUST404,46,2,500,1000,1,5,3,500.0,True,False,True,False,True,False
405,2023-11-06,CUST405,25,4,300,1200,1,11,0,300.0,False,True,False,True,False,False
406,2023-04-18,CUST406,22,4,25,100,0,4,1,25.0,False,False,False,False,False,False
407,2023-06-25,CUST407,46,3,300,900,1,6,6,300.0,False,False,True,False,True,False
408,2023-04-15,CUST408,64,1,500,500,0,4,5,500.0,False,False,False,False,False,True
409,2023-12-18,CUST409,21,3,300,900,1,12,0,300.0,False,False,True,False,False,False
410,2023-11-21,CUST410,29,2,50,100,0,11,1,50.0,False,True,False,True,False,False
411,2023-05-16,CUST411,62,4,50,200,0,5,1,50.0,True,False,True,False,False,True
412,2023-09-16,CUST412,19,4,500,2000,1,9,5,500.0,False,False,True,False,False,False
413,2023-09-08,CUST413,44,3,25,75,0,9,4,25.0,False,False,False,False,True,False
414,2023-05-09,CUST414,48,4,25,100,0,5,1,25.0,True,False,False,False,True,False
415,2023-01-27,CUST415,53,2,30,60,0,1,4,30.0,True,True,False,False,True,False
416,2023-02-17,CUST416,53,4,500,2000,1,2,4,500.0,True,False,True,False,True,False
417,2023-11-21,CUST417,43,3,300,900,1,11,1,300.0,True,False,True,False,True,False
418,2023-08-05,CUST418,60,2,500,1000,1,8,5,500.0,False,False,True,False,False,True
419,2023-05-22,CUST419,44,3,30,90,0,5,0,30.0,False,True,False,False,True,False
420,2023-01-23,CUST420,22,4,500,2000,1,1,0,500.0,False,True,False,False,False,False
421,2023-01-02,CUST421,37,3,500,1500,1,1,0,500.0,False,True,False,True,False,False
422,2023-06-20,CUST422,28,3,30,90,0,6,1,30.0,False,True,False,True,False,False
423,2023-03-08,CUST423,27,1,25,25,0,3,2,25.0,False,True,False,True,False,False
424,2023-11-23,CUST424,57,4,300,1200,1,11,3,300.0,True,False,False,False,True,False
425,2023-05-15,CUST425,55,4,30,120,0,5,0,30.0,False,False,True,False,True,False
426,2023-03-24,CUST426,23,3,50,150,0,3,4,50.0,True,False,True,False,False,False
427,2023-08-15,CUST427,25,1,25,25,0,8,1,25.0,True,False,True,True,False,False
428,2023-10-10,CUST428,40,4,50,200,0,10,1,50.0,False,False,True,False,True,False
429,2023-12-28,CUST429,64,2,25,50,0,12,3,25.0,True,False,True,False,False,True
430,2023-08-07,CUST430,43,3,300,900,1,8,0,300.0,False,False,True,False,True,False
431,2023-10-15,CUST431,63,4,300,1200,1,10,6,300.0,True,False,True,False,False,True
432,2023-01-05,CUST432,60,2,500,1000,1,1,3,500.0,False,False,True,False,False,True
433,2023-02-27,CUST433,29,4,50,200,0,2,0,50.0,True,False,False,True,False,False
434,2023-02-08,CUST434,43,2,25,50,0,2,2,25.0,False,False,True,False,True,False
435,2023-12-20,CUST435,30,3,300,900,1,12,2,300.0,False,False,False,True,False,False
436,2023-03-18,CUST436,57,4,30,120,0,3,5,30.0,False,True,False,False,True,False
437,2023-10-07,CUST437,35,4,300,1200,1,10,5,300.0,False,False,True,True,False,False
438,2023-01-19,CUST438,42,1,30,30,0,1,3,30.0,False,True,False,False,True,False
439,2023-07-09,CUST439,50,3,25,75,0,7,6,25.0,True,True,False,False,True,False
440,2023-10-26,CUST440,64,2,300,600,0,10,3,300.0,True,True,False,False,False,True
441,2023-10-10,CUST441,57,4,300,1200,1,10,1,300.0,True,False,False,False,True,False
442,2023-03-17,CUST442,60,4,25,100,0,3,4,25.0,False,True,False,False,False,True
443,2023-08-09,CUST443,29,2,300,600,0,8,2,300.0,True,True,False,True,False,False
444,2023-03-07,CUST444,61,3,30,90,0,3,1,30.0,False,True,False,False,False,True
445,2023-01-22,CUST445,53,1,300,300,0,1,6,300.0,False,False,True,False,True,False
446,2023-06-07,CUST446,21,1,50,50,0,6,2,50.0,True,False,True,False,False,False
447,2023-07-06,CUST447,22,4,500,2000,1,7,3,500.0,True,False,False,False,False,False
448,2023-01-21,CUST448,54,2,30,60,0,1,5,30.0,False,False,False,False,True,False
449,2023-07-03,CUST449,25,4,50,200,0,7,0,50.0,True,False,True,True,False,False
450,2023-04-18,CUST450,59,2,25,50,0,4,1,25.0,False,False,False,False,True,False
451,2023-12-16,CUST451,45,1,30,30,0,12,5,30.0,False,False,True,False,True,False
452,2023-05-08,CUST452,48,3,500,1500,1,5,0,500.0,False,True,False,False,True,False
453,2023-12-08,CUST453,26,2,500,1000,1,12,4,500.0,False,True,False,True,False,False
454,2023-02-22,CUST454,46,1,25,25,0,2,2,25.0,False,False,False,False,True,False
455,2023-07-01,CUST455,31,4,25,100,0,7,5,25.0,True,False,True,True,False,False
456,2023-10-14,CUST456,57,2,30,60,0,10,5,30.0,True,False,True,False,True,False
457,2023-07-28,CUST457,58,3,300,900,1,7,4,300.0,False,False,False,False,True,False
458,2023-11-14,CUST458,39,4,25,100,0,11,1,25.0,False,False,True,True,False,False
459,2023-03-21,CUST459,28,4,300,1200,1,3,1,300.0,True,True,False,True,False,False
460,2023-05-02,CUST460,40,1,50,50,0,5,1,50.0,True,False,False,False,True,False
461,2023-03-25,CUST461,18,2,500,1000,1,3,5,500.0,False,False,False,False,False,False
462,2023-04-01,CUST462,63,4,300,1200,1,4,5,300.0,True,False,True,False,False,True
463,2023-07-31,CUST463,54,3,500,1500,1,7,0,500.0,False,False,False,False,True,False
464,2023-01-13,CUST464,38,2,300,600,0,1,4,300.0,True,False,True,True,False,False
465,2023-04-02,CUST465,43,3,50,150,0,4,6,50.0,False,False,True,False,True,False
466,2023-06-20,CUST466,63,4,25,100,0,6,1,25.0,True,False,True,False,False,True
467,2023-07-30,CUST467,53,3,50,150,0,7,6,50.0,False,False,True,False,True,False
468,2023-12-09,CUST468,40,1,25,25,0,12,5,25.0,True,False,True,False,True,False
469,2023-05-08,CUST469,18,3,25,75,0,5,0,25.0,True,False,False,False,False,False
470,2023-05-17,CUST470,57,2,500,1000,1,5,2,500.0,False,True,False,False,True,False
471,2023-03-23,CUST471,32,3,50,150,0,3,3,50.0,True,True,False,True,False,False
472,2023-12-26,CUST472,38,3,300,900,1,12,1,300.0,False,False,False,True,False,False
473,2023-02-25,CUST473,64,1,50,50,0,2,5,50.0,True,False,False,False,False,True
474,2023-07-15,CUST474,26,3,500,1500,1,7,5,500.0,False,True,False,True,False,False
475,2023-01-20,CUST475,26,3,25,75,0,1,4,25.0,True,True,False,True,False,False
476,2023-08-29,CUST476,27,4,500,2000,1,8,1,500.0,False,True,False,True,False,False
477,2023-04-24,CUST477,43,4,30,120,0,4,0,30.0,True,True,False,False,True,False
478,2023-04-13,CUST478,58,2,30,60,0,4,3,30.0,False,True,False,False,True,False
479,2023-08-24,CUST479,52,4,300,1200,1,8,3,300.0,True,False,True,False,True,False
480,2023-06-29,CUST480,42,4,500,2000,1,6,3,500.0,False,False,False,False,True,False
481,2023-06-06,CUST481,43,4,300,1200,1,6,1,300.0,False,False,True,False,True,False
482,2023-04-27,CUST482,28,4,300,1200,1,4,3,300.0,False,True,False,True,False,False
483,2023-04-25,CUST483,55,1,30,30,0,4,1,30.0,True,True,False,False,True,False
484,2023-01-13,CUST484,19,4,300,1200,1,1,4,300.0,False,True,False,False,False,False
485,2023-12-04,CUST485,24,1,30,30,0,12,0,30.0,True,False,True,False,False,False
486,2023-04-09,CUST486,35,1,25,25,0,4,6,25.0,False,False,True,True,False,False
487,2023-07-24,CUST487,44,4,500,2000,1,7,0,500.0,True,True,False,False,True,False
488,2023-06-18,CUST488,51,3,300,900,1,6,6,300.0,False,False,True,False,True,False
489,2023-05-23,CUST489,44,1,30,30,0,5,1,30.0,True,False,True,False,True,False
490,2023-02-05,CUST490,34,3,50,150,0,2,6,50.0,True,True,False,True,False,False
491,2023-05-23,CUST491,60,3,300,900,1,5,1,300.0,False,False,True,False,False,True
492,2023-06-29,CUST492,61,4,25,100,0,6,3,25.0,True,False,False,False,False,True
493,2023-11-25,CUST493,41,2,25,50,0,11,5,25.0,True,False,False,False,True,False
494,2023-09-18,CUST494,42,4,50,200,0,9,0,50.0,False,False,False,False,True,False
495,2023-07-24,CUST495,24,2,30,60,0,7,0,30.0,True,False,False,False,False,False
496,2023-12-14,CUST496,23,2,300,600,0,12,3,300.0,True,True,False,False,False,False
497,2023-10-02,CUST497,41,4,30,120,0,10,0,30.0,True,True,False,False,True,False
498,2023-06-19,CUST498,50,4,25,100,0,6,0,25.0,False,True,False,False,True,False
499,2023-01-15,CUST499,46,2,30,60,0,1,6,30.0,True,False,False,False,True,False
500,2023-03-01,CUST500,60,4,25,100,0,3,2,25.0,False,False,False,False,False,True
501,2023-05-14,CUST501,39,2,30,60,0,5,6,30.0,True,False,True,True,False,False
502,2023-04-02,CUST502,43,3,50,150,0,4,6,50.0,True,False,True,False,True,False
503,2023-10-25,CUST503,45,4,500,2000,1,10,2,500.0,True,False,False,False,True,False
504,2023-05-16,CUST504,38,3,50,150,0,5,1,50.0,False,False,False,True,False,False
505,2023-01-20,CUST505,24,1,50,50,0,1,4,50.0,True,False,False,False,False,False
506,2023-02-25,CUST506,34,3,500,1500,1,2,5,500.0,True,False,False,True,False,False
507,2023-11-02,CUST507,37,3,500,1500,1,11,3,500.0,False,False,True,True,False,False
508,2023-08-11,CUST508,58,2,300,600,0,8,4,300.0,True,False,False,False,True,False
509,2023-06-26,CUST509,37,3,300,900,1,6,0,300.0,False,False,True,True,False,False
510,2023-06-10,CUST510,39,4,50,200,0,6,5,50.0,False,False,False,True,False,False
511,2023-08-12,CUST511,45,2,50,100,0,8,5,50.0,True,False,False,False,True,False
512,2023-11-07,CUST512,57,1,25,25,0,11,1,25.0,False,False,False,False,True,False
513,2023-09-19,CUST513,24,4,25,100,0,9,1,25.0,True,False,True,False,False,False
514,2023-03-01,CUST514,18,1,300,300,0,3,2,300.0,False,False,True,False,False,False
515,2023-07-17,CUST515,49,3,300,900,1,7,0,300.0,False,True,False,False,True,False
516,2023-10-23,CUST516,30,4,25,100,0,10,0,25.0,True,False,False,True,False,False
517,2023-04-08,CUST517,47,4,25,100,0,4,5,25.0,False,True,False,False,True,False
518,2023-05-11,CUST518,40,1,30,30,0,5,3,30.0,False,True,False,False,True,False
519,2023-01-23,CUST519,36,4,30,120,0,1,0,30.0,False,False,True,True,False,False
520,2023-12-29,CUST520,49,4,25,100,0,12,4,25.0,False,False,True,False,True,False
521,2023-08-12,CUST521,47,4,30,120,0,8,5,30.0,False,True,False,False,True,False
522,2023-01-01,CUST522,46,3,500,1500,1,1,6,500.0,True,False,False,False,True,False
523,2023-09-24,CUST523,62,1,300,300,0,9,6,300.0,False,False,True,False,False,True
524,2023-10-03,CUST524,46,4,300,1200,1,10,1,300.0,True,False,False,False,True,False
525,2023-12-18,CUST525,47,2,25,50,0,12,0,25.0,False,False,False,False,True,False
526,2023-12-10,CUST526,33,2,50,100,0,12,6,50.0,True,True,False,True,False,False
527,2023-04-11,CUST527,57,2,25,50,0,4,1,25.0,True,True,False,False,True,False
528,2023-07-06,CUST528,36,2,30,60,0,7,3,30.0,False,True,False,True,False,False
529,2023-08-09,CUST529,35,3,50,150,0,8,2,50.0,False,True,False,True,False,False
530,2023-02-05,CUST530,18,4,30,120,0,2,6,30.0,False,False,True,False,False,False
531,2023-12-07,CUST531,31,1,500,500,0,12,3,500.0,True,False,True,True,False,False
532,2023-06-19,CUST532,64,4,30,120,0,6,0,30.0,False,True,False,False,False,True
533,2023-11-16,CUST533,19,3,500,1500,1,11,3,500.0,True,False,True,False,False,False
534,2023-06-10,CUST534,45,2,500,1000,1,6,5,500.0,True,True,False,False,True,False
535,2023-12-06,CUST535,47,3,30,90,0,12,2,30.0,True,False,False,False,True,False
536,2023-03-05,CUST536,55,4,30,120,0,3,6,30.0,False,False,False,False,True,False
537,2023-06-03,CUST537,21,1,500,500,0,6,5,500.0,False,False,False,False,False,False
538,2023-09-17,CUST538,18,3,50,150,0,9,6,50.0,True,True,False,False,False,False
539,2023-06-08,CUST539,25,1,500,500,0,6,3,500.0,True,False,False,True,False,False
540,2023-12-08,CUST540,46,3,300,900,1,12,4,300.0,False,False,True,False,True,False
541,2023-07-29,CUST541,56,1,500,500,0,7,5,500.0,True,False,False,False,True,False
542,2023-06-17,CUST542,20,1,50,50,0,6,5,50.0,False,False,False,False,False,False
543,2023-07-26,CUST543,49,2,300,600,0,7,2,300.0,True,False,False,False,True,False
544,2023-12-23,CUST544,27,1,25,25,0,12,5,25.0,False,False,True,True,False,False
545,2023-06-01,CUST545,27,2,25,50,0,6,3,25.0,True,True,False,True,False,False
546,2023-10-11,CUST546,36,4,50,200,0,10,2,50.0,False,False,True,True,False,False
547,2023-03-07,CUST547,63,4,500,2000,1,3,1,500.0,True,True,False,False,False,True
548,2023-04-09,CUST548,51,2,30,60,0,4,6,30.0,False,True,False,False,True,False
549,2023-08-04,CUST549,50,2,50,100,0,8,4,50.0,False,False,False,False,True,False
550,2023-12-07,CUST550,40,3,300,900,1,12,3,300.0,True,True,False,False,True,False
551,2023-07-14,CUST551,45,3,300,900,1,7,4,300.0,True,False,True,False,True,False
552,2023-12-13,CUST552,49,3,25,75,0,12,2,25.0,False,False,True,False,True,False
553,2023-03-31,CUST553,24,4,300,1200,1,3,4,300.0,True,True,False,False,False,False
554,2023-11-12,CUST554,46,3,50,150,0,11,6,50.0,False,False,False,False,True,False
555,2023-10-19,CUST555,25,1,300,300,0,10,3,300.0,True,False,False,True,False,False
556,2023-06-04,CUST556,18,1,50,50,0,6,6,50.0,False,False,True,False,False,False
557,2023-07-27,CUST557,20,3,30,90,0,7,3,30.0,False,False,False,False,False,False
558,2023-10-08,CUST558,41,1,25,25,0,10,6,25.0,False,True,False,False,True,False
559,2023-01-01,CUST559,40,4,300,1200,1,1,6,300.0,False,True,False,False,True,False
560,2023-06-05,CUST560,25,1,50,50,0,6,0,50.0,False,False,True,True,False,False
561,2023-05-27,CUST561,64,4,500,2000,1,5,5,500.0,False,True,False,False,False,True
562,2023-04-18,CUST562,54,2,25,50,0,4,1,25.0,True,False,True,False,True,False
563,2023-08-09,CUST563,20,2,30,60,0,8,2,30.0,True,True,False,False,False,False
564,2023-10-24,CUST564,50,2,50,100,0,10,1,50.0,True,False,True,False,True,False
565,2023-11-07,CUST565,45,2,30,60,0,11,1,30.0,False,False,False,False,True,False
566,2023-12-02,CUST566,64,1,30,30,0,12,5,30.0,False,True,False,False,False,True
567,2023-06-14,CUST567,25,3,300,900,1,6,2,300.0,False,True,False,True,False,False
568,2023-08-27,CUST568,51,1,300,300,0,8,6,300.0,False,False,True,False,True,False
569,2023-08-15,CUST569,52,4,50,200,0,8,1,50.0,True,False,True,False,True,False
570,2023-08-15,CUST570,49,1,500,500,0,8,1,500.0,True,True,False,False,True,False
571,2023-12-12,CUST571,41,1,50,50,0,12,1,50.0,False,False,True,False,True,False
572,2023-04-20,CUST572,31,4,500,2000,1,4,3,500.0,True,True,False,True,False,False
573,2023-09-19,CUST573,49,2,30,60,0,9,1,30.0,True,False,False,False,True,False
574,2023-08-31,CUST574,63,2,25,50,0,8,3,25.0,False,False,True,False,False,True
575,2023-03-28,CUST575,60,2,50,100,0,3,1,50.0,True,True,False,False,False,True
576,2023-12-04,CUST576,33,3,50,150,0,12,0,50.0,False,False,False,True,False,False
577,2023-02-13,CUST577,21,4,500,2000,1,2,0,500.0,True,False,False,False,False,False
578,2023-05-26,CUST578,54,4,30,120,0,5,4,30.0,False,True,False,False,True,False
579,2023-09-21,CUST579,38,1,30,30,0,9,3,30.0,False,False,True,True,False,False
580,2023-12-06,CUST580,31,3,500,1500,1,12,2,500.0,False,True,False,True,False,False
581,2023-11-21,CUST581,48,2,30,60,0,11,1,30.0,False,False,False,False,True,False
582,2023-11-14,CUST582,35,3,300,900,1,11,1,300.0,True,True,False,True,False,False
583,2023-06-21,CUST583,24,4,25,100,0,6,2,25.0,False,False,True,False,False,False
584,2023-02-17,CUST584,27,4,50,200,0,2,4,50.0,False,False,False,True,False,False
585,2023-05-01,CUST585,24,1,25,25,0,5,0,25.0,False,True,False,False,False,False
586,2023-12-11,CUST586,50,1,50,50,0,12,0,50.0,True,False,True,False,True,False
587,2023-06-08,CUST587,40,4,300,1200,1,6,3,300.0,False,False,False,False,True,False
588,2023-04-26,CUST588,38,2,30,60,0,4,2,30.0,True,False,True,True,False,False
589,2023-04-12,CUST589,36,2,500,1000,1,4,2,500.0,False,False,False,True,False,False
590,2023-03-17,CUST590,36,3,300,900,1,3,4,300.0,True,True,False,True,False,False
591,2023-01-13,CUST591,53,4,25,100,0,1,4,25.0,True,False,True,False,True,False
592,2023-01-24,CUST592,46,4,500,2000,1,1,1,500.0,False,False,False,False,True,False
593,2023-05-06,CUST593,35,2,30,60,0,5,5,30.0,True,False,True,True,False,False
594,2023-09-01,CUST594,19,2,300,600,0,9,4,300.0,False,False,True,False,False,False
595,2023-11-09,CUST595,18,4,500,2000,1,11,3,500.0,False,True,False,False,False,False
596,2023-02-07,CUST596,64,1,300,300,0,2,1,300.0,False,False,True,False,False,True
597,2023-08-22,CUST597,22,4,300,1200,1,8,1,300.0,True,False,False,False,False,False
598,2023-08-01,CUST598,37,4,30,120,0,8,1,30.0,True,False,False,True,False,False
599,2023-11-19,CUST599,28,2,50,100,0,11,6,50.0,False,False,False,True,False,False
600,2023-10-22,CUST600,59,2,500,1000,1,10,6,500.0,False,False,False,False,True,False
601,2023-04-10,CUST601,19,1,30,30,0,4,0,30.0,True,True,False,False,False,False
602,2023-12-23,CUST602,20,1,300,300,0,12,5,300.0,False,False,True,False,False,False
603,2023-07-16,CUST603,40,3,30,90,0,7,6,30.0,False,True,False,False,True,False
604,2023-09-11,CUST604,29,4,50,200,0,9,0,50.0,False,False,True,True,False,False
605,2023-07-24,CUST605,37,2,500,1000,1,7,0,500.0,True,False,True,True,False,False
606,2023-05-05,CUST606,22,1,50,50,0,5,4,50.0,True,False,True,False,False,False
607,2023-03-17,CUST607,54,3,25,75,0,3,4,25.0,True,True,False,False,True,False
608,2023-12-02,CUST608,55,3,500,1500,1,12,5,500.0,False,False,True,False,True,False
609,2023-12-19,CUST609,47,2,50,100,0,12,1,50.0,False,True,False,False,True,False
610,2023-01-03,CUST610,26,2,300,600,0,1,1,300.0,False,False,False,True,False,False
611,2023-02-24,CUST611,51,3,500,1500,1,2,4,500.0,True,False,False,False,True,False
612,2023-08-06,CUST612,61,1,500,500,0,8,6,500.0,False,False,True,False,False,True
613,2023-04-23,CUST613,52,3,30,90,0,4,6,30.0,False,True,False,False,True,False
614,2023-04-01,CUST614,39,4,300,1200,1,4,5,300.0,False,False,False,True,False,False
615,2023-12-23,CUST615,61,4,25,100,0,12,5,25.0,False,True,False,False,False,True
616,2023-09-23,CUST616,41,2,50,100,0,9,5,50.0,True,True,False,False,True,False
617,2023-08-26,CUST617,34,1,30,30,0,8,5,30.0,True,False,True,True,False,False
618,2023-01-26,CUST618,27,1,50,50,0,1,3,50.0,False,False,False,True,False,False
619,2023-10-13,CUST619,47,4,25,100,0,10,4,25.0,True,False,True,False,True,False
620,2023-05-08,CUST620,63,3,25,75,0,5,0,25.0,True,False,True,False,False,True
621,2023-03-04,CUST621,40,2,500,1000,1,3,5,500.0,False,False,False,False,True,False
622,2023-08-22,CUST622,49,3,25,75,0,8,1,25.0,False,False,False,False,True,False
623,2023-03-10,CUST623,34,3,50,150,0,3,4,50.0,True,True,False,True,False,False
624,2023-08-26,CUST624,34,3,300,900,1,8,5,300.0,False,False,False,True,False,False
625,2023-12-08,CUST625,31,1,300,300,0,12,4,300.0,True,True,False,True,False,False
